row_index,domain_id,source_value,source_id,ground_truth_concept_id,ground_truth_concept_name,top_hits_json,standard_policy,result1_concept_id,result1_concept_name,result1_score,result1_vocabulary_id,result1_standard_concept,error
2761,Condition,Gastritis with Helicobacter pylori,2762,45769496,helicobacter pylori-associated gastritis,"[{""concept_id"": 45769496, ""concept_name"": ""Helicobacter pylori-associated gastritis"", ""score"": 0.9525, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""708164002"", ""standard_concept"": ""S""}, {""concept_id"": 4232623, ""concept_name"": ""Helicobacter-associated gastritis"", ""score"": 0.9213, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""89538001"", ""standard_concept"": ""S""}, {""concept_id"": 37160906, ""concept_name"": ""Chronic gastritis caused by Helicobacter pylori"", ""score"": 0.8695, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""1171358000"", ""standard_concept"": ""S""}, {""concept_id"": 4146776, ""concept_name"": ""Helicobacter pylori gastrointestinal tract infection"", ""score"": 0.8267, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""307759003"", ""standard_concept"": ""S""}, {""concept_id"": 45757062, ""concept_name"": ""Gastric ulcer caused by Helicobacter pylori"", ""score"": 0.8241, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""103691000119106"", ""standard_concept"": ""S""}]",s_or_c,45769496.0,Helicobacter pylori-associated gastritis,0.9525,SNOMED,S,
2762,Condition,"Twin, born in hospital",2763,45769929,born in hospital,"[{""concept_id"": 42535052, ""concept_name"": ""Twin live born in hospital by vaginal delivery"", ""score"": 0.8358, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""151441000119105"", ""standard_concept"": ""S""}, {""concept_id"": 4014296, ""concept_name"": ""Twins - both live born"", ""score"": 0.8188, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""169828005"", ""standard_concept"": ""S""}, {""concept_id"": 4101844, ""concept_name"": ""Twin birth"", ""score"": 0.8122, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""28030000"", ""standard_concept"": ""S""}]",s_or_c,42535052.0,Twin live born in hospital by vaginal delivery,0.8358,SNOMED,S,
2763,Condition,Liver cirrhosis with hepatitis B,2764,45772057,cirrhosis of liver due to hepatitis b,"[{""concept_id"": 45772057, ""concept_name"": ""Cirrhosis of liver due to hepatitis B"", ""score"": 0.9583, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""103611000119102"", ""standard_concept"": ""S""}, {""concept_id"": 4304584, ""concept_name"": ""Portal cirrhosis"", ""score"": 0.7519, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""419728003"", ""standard_concept"": ""S""}, {""concept_id"": 194574, ""concept_name"": ""Chronic type B viral hepatitis"", ""score"": 0.7265, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""61977001"", ""standard_concept"": ""S""}, {""concept_id"": 1340487, ""concept_name"": ""Exacerbation of type B viral hepatitis"", ""score"": 0.7241, ""vocabulary_id"": ""OMOP Extension"", ""domain_id"": ""Condition"", ""concept_code"": ""OMOP5166142"", ""standard_concept"": ""S""}, {""concept_id"": 4148254, ""concept_name"": ""Multilobular portal cirrhosis"", ""score"": 0.7228, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""266469006"", ""standard_concept"": ""S""}]",s_or_c,45772057.0,Cirrhosis of liver due to hepatitis B,0.9583,SNOMED,S,
2764,Condition,Adrenal incidentaloma,2765,45773691,adrenal incidentaloma,"[{""concept_id"": 45773691, ""concept_name"": ""Adrenal incidentaloma"", ""score"": 1, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""97881000119105"", ""standard_concept"": ""S""}, {""concept_id"": 4112987, ""concept_name"": ""Adrenal adenoma"", ""score"": 0.8028, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""255036008"", ""standard_concept"": ""S""}, {""concept_id"": 4131119, ""concept_name"": ""Neoplasm of adrenal cortex"", ""score"": 0.8008, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""127022002"", ""standard_concept"": ""S""}, {""concept_id"": 4130675, ""concept_name"": ""Neoplasm of adrenal gland"", ""score"": 0.7977, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""127021009"", ""standard_concept"": ""S""}, {""concept_id"": 4130060, ""concept_name"": ""Neoplasm of adrenal medulla"", ""score"": 0.7757, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""127023007"", ""standard_concept"": ""S""}]",s_or_c,45773691.0,Adrenal incidentaloma,1.0,SNOMED,S,
2765,Drug,Empagliflozin 10mg tab,2766,45774754,empagliflozin 10 mg oral tablet,"[{""concept_id"": 45774754, ""concept_name"": ""empagliflozin 10 MG Oral Tablet"", ""score"": 0.9874, ""vocabulary_id"": ""RxNorm"", ""domain_id"": ""Drug"", ""concept_code"": ""1545658"", ""standard_concept"": ""S""}, {""concept_id"": 36788064, ""concept_name"": ""empagliflozin 10 MG Delayed Release Oral Tablet"", ""score"": 0.9528, ""vocabulary_id"": ""RxNorm Extension"", ""domain_id"": ""Drug"", ""concept_code"": ""OMOP4776326"", ""standard_concept"": ""S""}, {""concept_id"": 2926543, ""concept_name"": ""empagliflozin 10 MG Oral Tablet Box of 10"", ""score"": 0.9379, ""vocabulary_id"": ""RxNorm Extension"", ""domain_id"": ""Drug"", ""concept_code"": ""OMOP5143342"", ""standard_concept"": ""S""}, {""concept_id"": 40992435, ""concept_name"": ""empagliflozin 10 MG Oral Tablet Box of 100"", ""score"": 0.9256, ""vocabulary_id"": ""RxNorm Extension"", ""domain_id"": ""Drug"", ""concept_code"": ""OMOP2190397"", ""standard_concept"": ""S""}, {""concept_id"": 40898738, ""concept_name"": ""empagliflozin 10 MG Oral Tablet Box of 70"", ""score"": 0.9253, ""vocabulary_id"": ""RxNorm Extension"", ""domain_id"": ""Drug"", ""concept_code"": ""OMOP2096700"", ""standard_concept"": ""S""}]",s_or_c,45774754.0,empagliflozin 10 MG Oral Tablet,0.9874,RxNorm,S,
2766,Drug,Netupitant/Palonosetron(-HCl) 300mg/0.5mg cap,2767,45774969,netupitant 300 mg / palonosetron 0.5 mg oral capsule,"[{""concept_id"": 45774969, ""concept_name"": ""netupitant 300 MG / palonosetron 0.5 MG Oral Capsule"", ""score"": 0.9736, ""vocabulary_id"": ""RxNorm"", ""domain_id"": ""Drug"", ""concept_code"": ""1552343"", ""standard_concept"": ""S""}, {""concept_id"": 21100526, ""concept_name"": ""netupitant 300 MG / palonosetron 0.5 MG Oral Capsule Box of 1"", ""score"": 0.9635, ""vocabulary_id"": ""RxNorm Extension"", ""domain_id"": ""Drug"", ""concept_code"": ""OMOP344306"", ""standard_concept"": ""S""}, {""concept_id"": 41053124, ""concept_name"": ""netupitant 300 MG / palonosetron 0.562 MG Oral Capsule Box of 1"", ""score"": 0.9265, ""vocabulary_id"": ""RxNorm Extension"", ""domain_id"": ""Drug"", ""concept_code"": ""OMOP2251086"", ""standard_concept"": ""S""}, {""concept_id"": 41178483, ""concept_name"": ""netupitant 300 MG / palonosetron 0.562 MG Oral Capsule"", ""score"": 0.9236, ""vocabulary_id"": ""RxNorm Extension"", ""domain_id"": ""Drug"", ""concept_code"": ""OMOP2376445"", ""standard_concept"": ""S""}, {""concept_id"": 41302841, ""concept_name"": ""netupitant 300 MG / palonosetron 0.562 MG Delayed Release Oral Capsule Box of 1"", ""score"": 0.9184, ""vocabulary_id"": ""RxNorm Extension"", ""domain_id"": ""Drug"", ""concept_code"": ""OMOP2500803"", ""standard_concept"": ""S""}]",s_or_c,45774969.0,netupitant 300 MG / palonosetron 0.5 MG Oral Capsule,0.9736,RxNorm,S,
2767,Drug,Edoxaban 30mg tab,2768,45892856,edoxaban 30 mg oral tablet,"[{""concept_id"": 45892856, ""concept_name"": ""edoxaban 30 MG Oral Tablet"", ""score"": 0.9895, ""vocabulary_id"": ""RxNorm"", ""domain_id"": ""Drug"", ""concept_code"": ""1599551"", ""standard_concept"": ""S""}, {""concept_id"": 36787920, ""concept_name"": ""edoxaban 30 MG Delayed Release Oral Tablet"", ""score"": 0.9721, ""vocabulary_id"": ""RxNorm Extension"", ""domain_id"": ""Drug"", ""concept_code"": ""OMOP4776183"", ""standard_concept"": ""S""}, {""concept_id"": 40992443, ""concept_name"": ""edoxaban 30 MG Oral Tablet Box of 10"", ""score"": 0.9655, ""vocabulary_id"": ""RxNorm Extension"", ""domain_id"": ""Drug"", ""concept_code"": ""OMOP2190405"", ""standard_concept"": ""S""}, {""concept_id"": 36941765, ""concept_name"": ""edoxaban 30 MG Oral Tablet Box of 30"", ""score"": 0.963, ""vocabulary_id"": ""RxNorm Extension"", ""domain_id"": ""Drug"", ""concept_code"": ""OMOP5198657"", ""standard_concept"": ""S""}, {""concept_id"": 41117437, ""concept_name"": ""edoxaban 30 MG Oral Tablet Box of 100"", ""score"": 0.9607, ""vocabulary_id"": ""RxNorm Extension"", ""domain_id"": ""Drug"", ""concept_code"": ""OMOP2315399"", ""standard_concept"": ""S""}]",s_or_c,45892856.0,edoxaban 30 MG Oral Tablet,0.9895,RxNorm,S,
2768,Drug,Doxycycline 100mg tab,2769,46233710,doxycycline monohydrate 100 mg oral tablet,[],s_or_c,,,,,,
2769,Drug,"Insulin lispro 100unit/mL, 3mL pen",2770,46233969,3 ml insulin lispro 100 unt/ml pen injector,"[{""concept_id"": 46233969, ""concept_name"": ""3 ML insulin lispro 100 UNT/ML Pen Injector"", ""score"": 0.9715, ""vocabulary_id"": ""RxNorm"", ""domain_id"": ""Drug"", ""concept_code"": ""1652639"", ""standard_concept"": ""S""}, {""concept_id"": 2028850, ""concept_name"": ""3 ML insulin lispro 100 IU/ML Pen Injector"", ""score"": 0.9702, ""vocabulary_id"": ""RxNorm Extension"", ""domain_id"": ""Drug"", ""concept_code"": ""OMOP4927595"", ""standard_concept"": ""S""}, {""concept_id"": 43269746, ""concept_name"": ""3 ML Insulin Lispro 100 UNT/ML Injection Box of 5"", ""score"": 0.9661, ""vocabulary_id"": ""RxNorm Extension"", ""domain_id"": ""Drug"", ""concept_code"": ""OMOP561947"", ""standard_concept"": ""S""}, {""concept_id"": 43280609, ""concept_name"": ""3 ML Insulin Lispro 100 UNT/ML Cartridge Box of 5"", ""score"": 0.964, ""vocabulary_id"": ""RxNorm Extension"", ""domain_id"": ""Drug"", ""concept_code"": ""OMOP561952"", ""standard_concept"": ""S""}, {""concept_id"": 2028847, ""concept_name"": ""3 ML insulin lispro 100 IU/ML Cartridge"", ""score"": 0.9636, ""vocabulary_id"": ""RxNorm Extension"", ""domain_id"": ""Drug"", ""concept_code"": ""OMOP4927592"", ""standard_concept"": ""S""}]",s_or_c,46233969.0,3 ML insulin lispro 100 UNT/ML Pen Injector,0.9715,RxNorm,S,
2770,Condition,Chronic kidney disease,2771,46271022,chronic kidney disease,"[{""concept_id"": 46271022, ""concept_name"": ""Chronic kidney disease"", ""score"": 1, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""709044004"", ""standard_concept"": ""S""}, {""concept_id"": 43125845, ""concept_name"": ""Chronic kidney disease"", ""score"": 1, ""vocabulary_id"": ""SMQ"", ""domain_id"": ""Condition"", ""concept_code"": ""20000213"", ""standard_concept"": ""C""}, {""concept_id"": 198185, ""concept_name"": ""Chronic renal failure"", ""score"": 0.9429, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""90688005"", ""standard_concept"": ""S""}, {""concept_id"": 4322556, ""concept_name"": ""Chronic progressive renal failure"", ""score"": 0.8827, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""425369003"", ""standard_concept"": ""S""}, {""concept_id"": 443601, ""concept_name"": ""Chronic kidney disease stage 2"", ""score"": 0.8681, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""431856006"", ""standard_concept"": ""S""}]",s_or_c,46271022.0,Chronic kidney disease,1.0,SNOMED,S,
2771,Procedure,Myocardial SPECT (Pre-CABG Stress/Rest),2772,46271428,single photon emission computed tomography of heart,"[{""concept_id"": 3040733, ""concept_name"": ""SPECT Heart W stress and W radionuclide IV"", ""score"": 0.7164, ""vocabulary_id"": ""LOINC"", ""domain_id"": ""Procedure"", ""concept_code"": ""39668-9"", ""standard_concept"": ""S""}, {""concept_id"": 3038806, ""concept_name"": ""SPECT Heart gated W stress and W radionuclide IV"", ""score"": 0.711, ""vocabulary_id"": ""LOINC"", ""domain_id"": ""Procedure"", ""concept_code"": ""39930-3"", ""standard_concept"": ""S""}, {""concept_id"": 3042624, ""concept_name"": ""SPECT Heart perfusion at rest and W stress and W radionuclide IV"", ""score"": 0.6905, ""vocabulary_id"": ""LOINC"", ""domain_id"": ""Procedure"", ""concept_code"": ""39724-0"", ""standard_concept"": ""S""}, {""concept_id"": 37109082, ""concept_name"": ""Radionuclide myocardial perfusion stress study"", ""score"": 0.6886, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""16545191000119100"", ""standard_concept"": ""S""}, {""concept_id"": 3038519, ""concept_name"": ""SPECT Heart perfusion W stress and W radionuclide IV"", ""score"": 0.6869, ""vocabulary_id"": ""LOINC"", ""domain_id"": ""Procedure"", ""concept_code"": ""39734-9"", ""standard_concept"": ""S""}]",s_or_c,3040733.0,SPECT Heart W stress and W radionuclide IV,0.7164,LOINC,S,
2772,Procedure,SONO Doppler AVF,2773,46271896,doppler ultrasonography of arteriovenous fistula,"[{""concept_id"": 4032254, ""concept_name"": ""Ultrasound procedure on cardiovascular system"", ""score"": 0.7932, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""108283006"", ""standard_concept"": ""S""}, {""concept_id"": 3654311, ""concept_name"": ""Velocity vector imaging echocardiography"", ""score"": 0.7694, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""830078000"", ""standard_concept"": ""S""}, {""concept_id"": 4329506, ""concept_name"": ""Intracardiac ultrasonography"", ""score"": 0.7477, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""431748001"", ""standard_concept"": ""S""}, {""concept_id"": 4098215, ""concept_name"": ""Intravascular echocardiography"", ""score"": 0.7444, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""252420009"", ""standard_concept"": ""S""}, {""concept_id"": 35622931, ""concept_name"": ""Doppler ultrasound"", ""score"": 0.7437, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""765172009"", ""standard_concept"": ""S""}]",s_or_c,4032254.0,Ultrasound procedure on cardiovascular system,0.7932,SNOMED,S,
2773,Procedure,SONO Neck Except Thyroid/Parathyroid + Doppler,2774,46272793,doppler ultrasonography of vascular structure of neck,"[{""concept_id"": 2793113, ""concept_name"": ""Ultrasonography of Neck"", ""score"": 0.7091, ""vocabulary_id"": ""ICD10PCS"", ""domain_id"": ""Procedure"", ""concept_code"": ""BW4FZZZ"", ""standard_concept"": ""S""}, {""concept_id"": 37023515, ""concept_name"": ""Neck | Ultrasound | Radiology"", ""score"": 0.686, ""vocabulary_id"": ""LOINC"", ""domain_id"": ""Procedure"", ""concept_code"": ""LP405034-2"", ""standard_concept"": ""C""}, {""concept_id"": 4083108, ""concept_name"": ""US scan of neck"", ""score"": 0.6835, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""241453007"", ""standard_concept"": ""S""}, {""concept_id"": 2799722, ""concept_name"": ""Imaging @ Anatomical Regions @ Ultrasonography @ Neck @ None"", ""score"": 0.6783, ""vocabulary_id"": ""ICD10PCS"", ""domain_id"": ""Procedure"", ""concept_code"": ""BW4FZ"", ""standard_concept"": ""S""}, {""concept_id"": 4124881, ""concept_name"": ""Ultrasound treatment to neck"", ""score"": 0.6734, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""304427000"", ""standard_concept"": ""S""}]",s_or_c,2793113.0,Ultrasonography of Neck,0.7091,ICD10PCS,S,
2774,Condition,Polyp of endometrium,2775,46273430,lesion of endometrium,"[{""concept_id"": 37165050, ""concept_name"": ""Endometrial polyp"", ""score"": 0.9784, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""1237359009"", ""standard_concept"": ""S""}, {""concept_id"": 200779, ""concept_name"": ""Polyp of corpus uteri"", ""score"": 0.8907, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""11314008"", ""standard_concept"": ""S""}, {""concept_id"": 36550047, ""concept_name"": ""Adenomyoma, NOS, of endometrium"", ""score"": 0.8314, ""vocabulary_id"": ""ICDO3"", ""domain_id"": ""Condition"", ""concept_code"": ""8932/0-C54.1"", ""standard_concept"": ""S""}, {""concept_id"": 4241030, ""concept_name"": ""Benign neoplasm of endometrium"", ""score"": 0.8264, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""92086004"", ""standard_concept"": ""S""}, {""concept_id"": 36557922, ""concept_name"": ""Adenofibroma, NOS, of endometrium"", ""score"": 0.807, ""vocabulary_id"": ""ICDO3"", ""domain_id"": ""Condition"", ""concept_code"": ""9013/0-C54.1"", ""standard_concept"": ""S""}]",s_or_c,37165050.0,Endometrial polyp,0.9784,SNOMED,S,
2775,Drug,Hepatitis B vaccine 10mcg/0.5ml inj,2776,46275229,0.5 ml hepatitis b surface antigen vaccine 0.02 mg/ml injection,"[{""concept_id"": 41407197, ""concept_name"": ""0.5 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Injectable Solution Box of 10"", ""score"": 0.9251, ""vocabulary_id"": ""RxNorm Extension"", ""domain_id"": ""Drug"", ""concept_code"": ""OMOP2605159"", ""standard_concept"": ""S""}]",s_or_c,41407197.0,0.5 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Injectable Solution Box of 10,0.9251,RxNorm Extension,S,
2776,Drug,Piperacillin/Tazobactam 2g/0.25g inj,2777,46275427,piperacillin 2000 mg / tazobactam 250 mg injection,[],s_or_c,,,,,,
2777,Drug,Piperacillin/Tazobactam 4g/0.5g inj,2778,46275444,piperacillin 4000 mg / tazobactam 500 mg injection,"[{""concept_id"": 36097940, ""concept_name"": ""piperacillin and tazobactam 4g/20mL / .5g/20mL INTRAVENOUS INJECTION, POWDER, FOR SOLUTION"", ""score"": 0.9718, ""vocabulary_id"": ""SPL"", ""domain_id"": ""Drug"", ""concept_code"": ""3921ae66-d2c1-413f-b848-47fa2ef20d14"", ""standard_concept"": ""C""}, {""concept_id"": 1051304, ""concept_name"": ""piperacillin and tazobactam 4g/20mL / .5g/20mL INTRAVENOUS INJECTION, POWDER, FOR SOLUTION"", ""score"": 0.9718, ""vocabulary_id"": ""SPL"", ""domain_id"": ""Drug"", ""concept_code"": ""285c17c1-09c5-e092-e063-6394a90ab0a0"", ""standard_concept"": ""C""}, {""concept_id"": 36112533, ""concept_name"": ""piperacillin and tazobactam 4g/20mL / .5g/20mL INTRAVENOUS INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION"", ""score"": 0.968, ""vocabulary_id"": ""SPL"", ""domain_id"": ""Drug"", ""concept_code"": ""35f3281c-1865-4958-ae33-acdfbf8b1b28"", ""standard_concept"": ""C""}, {""concept_id"": 830828, ""concept_name"": ""piperacillin and tazobactam 4g/20mL / .5g/20mL INTRAVENOUS INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION"", ""score"": 0.968, ""vocabulary_id"": ""SPL"", ""domain_id"": ""Drug"", ""concept_code"": ""184719bb-ae5f-490c-a47a-5ea1f90f03dc"", ""standard_concept"": ""C""}, {""concept_id"": 37138077, ""concept_name"": ""piperacillin and tazobactam 4g/20mL / .5g/20mL INTRAVENOUS; PARENTERAL INJECTION, POWDER, FOR SOLUTION"", ""score"": 0.9679, ""vocabulary_id"": ""SPL"", ""domain_id"": ""Drug"", ""concept_code"": ""0e184b84-e246-9f3a-e063-6394a90a9087"", ""standard_concept"": ""C""}]",s_or_c,36097940.0,"piperacillin and tazobactam 4g/20mL / .5g/20mL INTRAVENOUS INJECTION, POWDER, FOR SOLUTION",0.9718,SPL,C,
2778,Drug,Ceftazidime 1g inj,2779,46275516,ceftazidime 1000 mg injection,[],s_or_c,,,,,,
2779,Drug,Methotrexate 50mg/2ml inj,2780,46275604,2 ml methotrexate 25 mg/ml injection,"[{""concept_id"": 36894578, ""concept_name"": ""Methotrexate 50 MG/ML Injection"", ""score"": 0.9722, ""vocabulary_id"": ""RxNorm Extension"", ""domain_id"": ""Drug"", ""concept_code"": ""OMOP1001851"", ""standard_concept"": ""S""}, {""concept_id"": 44084208, ""concept_name"": ""Methotrexate 50 MG/ML Injectable Solution"", ""score"": 0.9654, ""vocabulary_id"": ""RxNorm Extension"", ""domain_id"": ""Drug"", ""concept_code"": ""OMOP1078839"", ""standard_concept"": ""S""}, {""concept_id"": 43270247, ""concept_name"": ""0.2 ML Methotrexate 50 MG/ML Injection"", ""score"": 0.956, ""vocabulary_id"": ""RxNorm Extension"", ""domain_id"": ""Drug"", ""concept_code"": ""OMOP559014"", ""standard_concept"": ""S""}, {""concept_id"": 41404895, ""concept_name"": ""0.2 ML Methotrexate 50 MG/ML Injectable Solution"", ""score"": 0.9515, ""vocabulary_id"": ""RxNorm Extension"", ""domain_id"": ""Drug"", ""concept_code"": ""OMOP2602857"", ""standard_concept"": ""S""}, {""concept_id"": 44084209, ""concept_name"": ""Methotrexate 50 MG Injectable Solution"", ""score"": 0.9489, ""vocabulary_id"": ""RxNorm Extension"", ""domain_id"": ""Drug"", ""concept_code"": ""OMOP1078840"", ""standard_concept"": ""S""}]",s_or_c,36894578.0,Methotrexate 50 MG/ML Injection,0.9722,RxNorm Extension,S,
2780,Drug,Cefotaxime 1g inj,2781,46275706,cefotaxime 1000 mg injection,"[{""concept_id"": 45789454, ""concept_name"": ""cefotaxime 10g/1 INTRAVENOUS INJECTION"", ""score"": 0.9326, ""vocabulary_id"": ""SPL"", ""domain_id"": ""Drug"", ""concept_code"": ""6ce0c3b7-f66f-4615-885b-781776832394"", ""standard_concept"": ""C""}, {""concept_id"": 40247188, ""concept_name"": ""cefotaxime 10g/1 INTRAVENOUS INJECTION"", ""score"": 0.9326, ""vocabulary_id"": ""SPL"", ""domain_id"": ""Drug"", ""concept_code"": ""e8783b78-0cd5-4f12-bcbc-be12631d4903"", ""standard_concept"": ""C""}, {""concept_id"": 37268144, ""concept_name"": ""cefotaxime 10g/1 INTRAVENOUS INJECTION"", ""score"": 0.9326, ""vocabulary_id"": ""SPL"", ""domain_id"": ""Drug"", ""concept_code"": ""e25af43f-54cb-4526-a8a5-6bef0a7939c7"", ""standard_concept"": ""C""}, {""concept_id"": 43676495, ""concept_name"": ""Cefotaxime 1 MG/ML Injectable Solution"", ""score"": 0.9182, ""vocabulary_id"": ""RxNorm Extension"", ""domain_id"": ""Drug"", ""concept_code"": ""OMOP658989"", ""standard_concept"": ""S""}, {""concept_id"": 43813679, ""concept_name"": ""1050 ML Cefotaxime 1 MG/ML Injectable Solution"", ""score"": 0.9148, ""vocabulary_id"": ""RxNorm Extension"", ""domain_id"": ""Drug"", ""concept_code"": ""OMOP741598"", ""standard_concept"": ""S""}]",s_or_c,45789454.0,cefotaxime 10g/1 INTRAVENOUS INJECTION,0.9326,SPL,C,
2781,Drug,Cefotaxime 2g inj,2782,46275711,cefotaxime 2000 mg injection,"[{""concept_id"": 35604156, ""concept_name"": ""cefotaxime 20 MG/ML Injection"", ""score"": 0.8976, ""vocabulary_id"": ""RxNorm"", ""domain_id"": ""Drug"", ""concept_code"": ""1747118"", ""standard_concept"": ""S""}, {""concept_id"": 46275711, ""concept_name"": ""cefotaxime 2000 MG Injection"", ""score"": 0.887, ""vocabulary_id"": ""RxNorm"", ""domain_id"": ""Drug"", ""concept_code"": ""1656318"", ""standard_concept"": ""S""}, {""concept_id"": 848217, ""concept_name"": ""cefotaxime 20 MG/ML Injection Box of 1"", ""score"": 0.8849, ""vocabulary_id"": ""RxNorm Extension"", ""domain_id"": ""Drug"", ""concept_code"": ""OMOP5571038"", ""standard_concept"": ""S""}, {""concept_id"": 839986, ""concept_name"": ""100 ML cefotaxime 20 MG/ML Injection"", ""score"": 0.8833, ""vocabulary_id"": ""RxNorm Extension"", ""domain_id"": ""Drug"", ""concept_code"": ""OMOP5562777"", ""standard_concept"": ""S""}]",s_or_c,35604156.0,cefotaxime 20 MG/ML Injection,0.8976,RxNorm,S,
2782,Drug,Linezolid 600mg/300ml inj,2783,46276326,300 ml linezolid 2 mg/ml injection,"[{""concept_id"": 1046651, ""concept_name"": ""linezolid 600mg/300mL INTRAVENOUS INJECTION"", ""score"": 0.9834, ""vocabulary_id"": ""SPL"", ""domain_id"": ""Drug"", ""concept_code"": ""25f0890d-8bec-139d-e063-6394a90a5fbb"", ""standard_concept"": ""C""}, {""concept_id"": 983402, ""concept_name"": ""linezolid 600mg/300mL INTRAVENOUS INJECTION"", ""score"": 0.9834, ""vocabulary_id"": ""SPL"", ""domain_id"": ""Drug"", ""concept_code"": ""e2a9dfcd-4def-42c7-e053-2995a90af5aa"", ""standard_concept"": ""C""}, {""concept_id"": 37263360, ""concept_name"": ""linezolid 600mg/300mL INTRAVENOUS INJECTION"", ""score"": 0.9834, ""vocabulary_id"": ""SPL"", ""domain_id"": ""Drug"", ""concept_code"": ""11083477-ddbd-e3cc-e063-6294a90add9b"", ""standard_concept"": ""C""}, {""concept_id"": 37133041, ""concept_name"": ""linezolid 600mg/300mL INTRAVENOUS INJECTION"", ""score"": 0.9834, ""vocabulary_id"": ""SPL"", ""domain_id"": ""Drug"", ""concept_code"": ""0d087679-6336-6080-e063-6294a90a806c"", ""standard_concept"": ""C""}, {""concept_id"": 36331696, ""concept_name"": ""linezolid 600mg/300mL INTRAVENOUS INJECTION"", ""score"": 0.9834, ""vocabulary_id"": ""SPL"", ""domain_id"": ""Drug"", ""concept_code"": ""f0cdf475-4c9f-cade-e053-2995a90a8564"", ""standard_concept"": ""C""}]",s_or_c,1046651.0,linezolid 600mg/300mL INTRAVENOUS INJECTION,0.9834,SPL,C,
2783,Drug,Ceftriaxone 1g inj,2784,46287328,ceftriaxone 1000 mg injection,"[{""concept_id"": 43032308, ""concept_name"": ""Ceftriaxone 0.1 MG/MG Injectable Solution"", ""score"": 0.9354, ""vocabulary_id"": ""RxNorm Extension"", ""domain_id"": ""Drug"", ""concept_code"": ""OMOP4847360"", ""standard_concept"": ""S""}, {""concept_id"": 590096, ""concept_name"": ""Ceftriaxone 1 MG/MG Injection"", ""score"": 0.9337, ""vocabulary_id"": ""RxNorm Extension"", ""domain_id"": ""Drug"", ""concept_code"": ""OMOP3136574"", ""standard_concept"": ""S""}, {""concept_id"": 43766696, ""concept_name"": ""Ceftriaxone 1 MG/MG Injectable Solution"", ""score"": 0.9327, ""vocabulary_id"": ""RxNorm Extension"", ""domain_id"": ""Drug"", ""concept_code"": ""OMOP669836"", ""standard_concept"": ""S""}]",s_or_c,43032308.0,Ceftriaxone 0.1 MG/MG Injectable Solution,0.9354,RxNorm Extension,S,
