row_index,domain_id,source_value,source_id,ground_truth_baseline,top_hits_json,standard_policy,result1_concept_id,result1_concept_name,result1_score,result1_vocabulary_id,result1_standard_concept,error
830,Observation,resolve,831,4,"[{""concept_id"": 4294898, ""concept_name"": ""Expected to resolve"", ""score"": 0.6523, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""385637009"", ""standard_concept"": ""S""}, {""concept_id"": 1332817, ""concept_name"": ""Resilience"", ""score"": 0.5756, ""vocabulary_id"": ""PPI"", ""domain_id"": ""Observation"", ""concept_code"": ""cope_s15"", ""standard_concept"": ""S""}, {""concept_id"": 4247390, ""concept_name"": ""Readiness"", ""score"": 0.5683, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""406205008"", ""standard_concept"": ""S""}, {""concept_id"": 4021341, ""concept_name"": ""Attitude"", ""score"": 0.5628, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""225464009"", ""standard_concept"": ""S""}, {""concept_id"": 4259511, ""concept_name"": ""Expectation"", ""score"": 0.5521, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""410517006"", ""standard_concept"": ""S""}]",s_or_c,4294898.0,Expected to resolve,0.6523,SNOMED,S,
831,Condition,ulna fracture,832,1,"[{""concept_id"": 4182555, ""concept_name"": ""Fracture of ulna"", ""score"": 0.971, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""54556006"", ""standard_concept"": ""S""}, {""concept_id"": 4136718, ""concept_name"": ""Fracture of proximal end of ulna"", ""score"": 0.9044, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""263203001"", ""standard_concept"": ""S""}, {""concept_id"": 4135743, ""concept_name"": ""Fracture of distal end of ulna"", ""score"": 0.9009, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""263205008"", ""standard_concept"": ""S""}, {""concept_id"": 4134325, ""concept_name"": ""Fracture of shaft of ulna"", ""score"": 0.8798, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""263204007"", ""standard_concept"": ""S""}, {""concept_id"": 4181799, ""concept_name"": ""Injury of ulna"", ""score"": 0.8485, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""429197005"", ""standard_concept"": ""S""}]",s_or_c,4182555.0,Fracture of ulna,0.971,SNOMED,S,
832,Procedure,doppler exam,833,1,"[{""concept_id"": 35622931, ""concept_name"": ""Doppler ultrasound"", ""score"": 0.9534, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""765172009"", ""standard_concept"": ""S""}, {""concept_id"": 37152490, ""concept_name"": ""Doppler ultrasonography"", ""score"": 0.944, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""1187106001"", ""standard_concept"": ""S""}, {""concept_id"": 4311293, ""concept_name"": ""Color Doppler ultrasound"", ""score"": 0.8846, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""423736003"", ""standard_concept"": ""S""}, {""concept_id"": 4046296, ""concept_name"": ""Doppler catheter method"", ""score"": 0.8781, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""133911005"", ""standard_concept"": ""S""}, {""concept_id"": 35622932, ""concept_name"": ""Doppler ultrasonography of blood vessel"", ""score"": 0.8623, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""765173004"", ""standard_concept"": ""S""}]",s_or_c,35622931.0,Doppler ultrasound,0.9534,SNOMED,S,
833,Condition,osteomyelitis,834,1,"[{""concept_id"": 141663, ""concept_name"": ""Osteomyelitis"", ""score"": 1, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""60168000"", ""standard_concept"": ""S""}, {""concept_id"": 72410, ""concept_name"": ""Infection of bone"", ""score"": 0.9125, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""111253001"", ""standard_concept"": ""S""}, {""concept_id"": 4167096, ""concept_name"": ""Osteitis"", ""score"": 0.8619, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""274144001"", ""standard_concept"": ""S""}, {""concept_id"": 133002, ""concept_name"": ""Acute osteomyelitis"", ""score"": 0.8588, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""409780002"", ""standard_concept"": ""S""}]",s_or_c,141663.0,Osteomyelitis,1.0,SNOMED,S,
834,Measurement,fsbs,835,5,"[{""concept_id"": 1298664, ""concept_name"": ""SF"", ""score"": 0.579, ""vocabulary_id"": ""EORTC QLQ"", ""domain_id"": ""Measurement"", ""concept_code"": ""SS105"", ""standard_concept"": ""C""}]",s_or_c,1298664.0,SF,0.579,EORTC QLQ,C,
835,Observation,c,836,5,"[{""concept_id"": 4244229, ""concept_name"": ""Blood group antigen c"", ""score"": 0.7928, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""3807007"", ""standard_concept"": ""S""}, {""concept_id"": 4224669, ""concept_name"": ""Blood group antigen C"", ""score"": 0.7928, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""84538003"", ""standard_concept"": ""S""}, {""concept_id"": 4187821, ""concept_name"": ""Blood group antigen Cx"", ""score"": 0.629, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""46261003"", ""standard_concept"": ""S""}, {""concept_id"": 4307660, ""concept_name"": ""Blood group antibody c"", ""score"": 0.6154, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""8362009"", ""standard_concept"": ""S""}, {""concept_id"": 4148537, ""concept_name"": ""Blood group antibody C"", ""score"": 0.6154, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""35068008"", ""standard_concept"": ""S""}]",s_or_c,4244229.0,Blood group antigen c,0.7928,SNOMED,S,
836,Measurement,urine calcium,837,1,"[{""concept_id"": 37208536, ""concept_name"": ""Calcium substance concentration in urine"", ""score"": 0.9072, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Measurement"", ""concept_code"": ""1106391000000101"", ""standard_concept"": ""S""}, {""concept_id"": 4251322, ""concept_name"": ""Calcium measurement, urine"", ""score"": 0.8659, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Measurement"", ""concept_code"": ""73668004"", ""standard_concept"": ""S""}, {""concept_id"": 40655994, ""concept_name"": ""Calcium|Substance Concentration|Urine"", ""score"": 0.8405, ""vocabulary_id"": ""LOINC"", ""domain_id"": ""Measurement"", ""concept_code"": ""LG35116-9"", ""standard_concept"": ""C""}, {""concept_id"": 40655995, ""concept_name"": ""Calcium|Substance Rate|Urine"", ""score"": 0.8341, ""vocabulary_id"": ""LOINC"", ""domain_id"": ""Measurement"", ""concept_code"": ""LG34926-2"", ""standard_concept"": ""C""}, {""concept_id"": 4216642, ""concept_name"": ""Calcium, urine, qualitative"", ""score"": 0.8293, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Measurement"", ""concept_code"": ""39762009"", ""standard_concept"": ""S""}]",s_or_c,37208536.0,Calcium substance concentration in urine,0.9072,SNOMED,S,
837,Observation,embolic,838,1,"[{""concept_id"": 4210041, ""concept_name"": ""Embolus"", ""score"": 0.8369, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""55584005"", ""standard_concept"": ""S""}, {""concept_id"": 42537962, ""concept_name"": ""Occlusive embolus"", ""score"": 0.8248, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""738278009"", ""standard_concept"": ""S""}, {""concept_id"": 4283696, ""concept_name"": ""Tissue embolus"", ""score"": 0.8044, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""66807003"", ""standard_concept"": ""S""}, {""concept_id"": 4053682, ""concept_name"": ""Massive embolus"", ""score"": 0.7577, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""125304008"", ""standard_concept"": ""S""}, {""concept_id"": 4046647, ""concept_name"": ""Paradoxical embolism"", ""score"": 0.7482, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""134296002"", ""standard_concept"": ""S""}]",s_or_c,4210041.0,Embolus,0.8369,SNOMED,S,
838,Procedure,derm,839,5,[],s_or_c,,,,,,
839,Condition,tricuspid regurgitation is trace to mild,840,1,"[{""concept_id"": 3654729, ""concept_name"": ""Mild tricuspid valve regurgitation"", ""score"": 0.9073, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""838454002"", ""standard_concept"": ""S""}, {""concept_id"": 3654730, ""concept_name"": ""Moderate tricuspid valve regurgitation"", ""score"": 0.8105, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""838455001"", ""standard_concept"": ""S""}, {""concept_id"": 4006971, ""concept_name"": ""Tricuspid valve regurgitation"", ""score"": 0.8034, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""111287006"", ""standard_concept"": ""S""}, {""concept_id"": 4121472, ""concept_name"": ""Functional tricuspid regurgitation"", ""score"": 0.7862, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""233865008"", ""standard_concept"": ""S""}, {""concept_id"": 3654789, ""concept_name"": ""Mild tricuspid valve stenosis"", ""score"": 0.764, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""838535004"", ""standard_concept"": ""S""}]",s_or_c,3654729.0,Mild tricuspid valve regurgitation,0.9073,SNOMED,S,
840,Condition,nephrotic range proteinuria,841,1,"[{""concept_id"": 4140559, ""concept_name"": ""Nephrotic range proteinuria"", ""score"": 1, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""264867001"", ""standard_concept"": ""S""}, {""concept_id"": 4008125, ""concept_name"": ""Nephrogenous proteinuria"", ""score"": 0.8265, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""12178007"", ""standard_concept"": ""S""}, {""concept_id"": 75650, ""concept_name"": ""Proteinuria"", ""score"": 0.7923, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""29738008"", ""standard_concept"": ""S""}, {""concept_id"": 36712845, ""concept_name"": ""Isolated proteinuria"", ""score"": 0.7902, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""12491000132101"", ""standard_concept"": ""S""}, {""concept_id"": 4231294, ""concept_name"": ""True proteinuria"", ""score"": 0.7589, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""89238002"", ""standard_concept"": ""S""}]",s_or_c,4140559.0,Nephrotic range proteinuria,1.0,SNOMED,S,
841,Measurement,glucose was significantly elevated,842,1,"[{""concept_id"": 4239206, ""concept_name"": ""Glucose level above reference range"", ""score"": 0.825, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Measurement"", ""concept_code"": ""68256003"", ""standard_concept"": ""S""}, {""concept_id"": 40480725, ""concept_name"": ""High glucose level in blood"", ""score"": 0.8235, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Measurement"", ""concept_code"": ""444780001"", ""standard_concept"": ""S""}, {""concept_id"": 4275336, ""concept_name"": ""Glucose level - finding"", ""score"": 0.7718, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Measurement"", ""concept_code"": ""365811003"", ""standard_concept"": ""S""}, {""concept_id"": 4275337, ""concept_name"": ""Blood glucose level - finding"", ""score"": 0.7565, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Measurement"", ""concept_code"": ""365812005"", ""standard_concept"": ""S""}, {""concept_id"": 4041698, ""concept_name"": ""Laboratory blood glucose"", ""score"": 0.7341, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Measurement"", ""concept_code"": ""166896004"", ""standard_concept"": ""S""}]",s_or_c,4239206.0,Glucose level above reference range,0.825,SNOMED,S,
842,Observation,abacavir sulfate,843,4,[],s_or_c,,,,,,
843,Procedure,external fixation,844,1,"[{""concept_id"": 4121859, ""concept_name"": ""External fixation of bone"", ""score"": 0.8925, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""257838009"", ""standard_concept"": ""S""}, {""concept_id"": 4034554, ""concept_name"": ""Operation involving external fixators"", ""score"": 0.866, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""239613002"", ""standard_concept"": ""S""}, {""concept_id"": 4077773, ""concept_name"": ""Primary external fixation of fracture"", ""score"": 0.8115, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""179141007"", ""standard_concept"": ""S""}, {""concept_id"": 4120001, ""concept_name"": ""Internal fixation using staple"", ""score"": 0.8044, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""257833000"", ""standard_concept"": ""S""}, {""concept_id"": 4031047, ""concept_name"": ""Fixation"", ""score"": 0.7934, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""1431002"", ""standard_concept"": ""S""}]",s_or_c,4121859.0,External fixation of bone,0.8925,SNOMED,S,
844,Condition,systolic pressure is normal,845,1,"[{""concept_id"": 4044183, ""concept_name"": ""Normal systolic arterial pressure"", ""score"": 0.9345, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""12929001"", ""standard_concept"": ""S""}, {""concept_id"": 4204973, ""concept_name"": ""Normal diastolic arterial pressure"", ""score"": 0.799, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""53813002"", ""standard_concept"": ""S""}, {""concept_id"": 4065875, ""concept_name"": ""Normal blood pressure"", ""score"": 0.7959, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""2004005"", ""standard_concept"": ""S""}, {""concept_id"": 4252103, ""concept_name"": ""Normal arterial pulse pressure"", ""score"": 0.7723, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""73654006"", ""standard_concept"": ""S""}, {""concept_id"": 45768796, ""concept_name"": ""Post exercise systolic blood pressure response normal"", ""score"": 0.7502, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""707304009"", ""standard_concept"": ""S""}]",s_or_c,4044183.0,Normal systolic arterial pressure,0.9345,SNOMED,S,
845,Observation,inr monitoring,846,1,"[{""concept_id"": 4204919, ""concept_name"": ""Monitoring of international normalized ratio"", ""score"": 0.7659, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""439202006"", ""standard_concept"": ""S""}, {""concept_id"": 44791898, ""concept_name"": ""Self monitoring of international normalised ratio"", ""score"": 0.687, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""309901000000107"", ""standard_concept"": ""S""}, {""concept_id"": 4218012, ""concept_name"": ""International normalized ratio monitoring in general practice"", ""score"": 0.6764, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""416754007"", ""standard_concept"": ""S""}, {""concept_id"": 3199266, ""concept_name"": ""INR in Platelet poor plasma by Coagulation assay"", ""score"": 0.6604, ""vocabulary_id"": ""Nebraska Lexicon"", ""domain_id"": ""Observation"", ""concept_code"": ""911753301000004108"", ""standard_concept"": ""S""}, {""concept_id"": 4144186, ""concept_name"": ""Anticoagulant drug monitoring"", ""score"": 0.6299, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""307571006"", ""standard_concept"": ""S""}]",s_or_c,4204919.0,Monitoring of international normalized ratio,0.7659,SNOMED,S,
846,Procedure,tonsillectomy,847,1,"[{""concept_id"": 4070719, ""concept_name"": ""Tonsillectomy"", ""score"": 1, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""173422009"", ""standard_concept"": ""S""}, {""concept_id"": 4069135, ""concept_name"": ""Dissection tonsillectomy"", ""score"": 0.903, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""173424005"", ""standard_concept"": ""S""}, {""concept_id"": 4139473, ""concept_name"": ""Sluder operation of tonsillectomy"", ""score"": 0.8963, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""264244005"", ""standard_concept"": ""S""}, {""concept_id"": 4003875, ""concept_name"": ""Adenoid excision"", ""score"": 0.8808, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""119954001"", ""standard_concept"": ""S""}, {""concept_id"": 4104016, ""concept_name"": ""Tonsillectomy and adenoidectomy"", ""score"": 0.8663, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""28913000"", ""standard_concept"": ""S""}]",s_or_c,4070719.0,Tonsillectomy,1.0,SNOMED,S,
847,Measurement,within normal limits,848,1,[],s_or_c,,,,,,
848,Observation,penicillin allergy,849,1,"[{""concept_id"": 4240903, ""concept_name"": ""Allergy to penicillin"", ""score"": 0.9785, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""91936005"", ""standard_concept"": ""S""}, {""concept_id"": 3667052, ""concept_name"": ""Allergy to pivampicillin and/or pivmecillinam"", ""score"": 0.8258, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""870730002"", ""standard_concept"": ""S""}]",s_or_c,4240903.0,Allergy to penicillin,0.9785,SNOMED,S,
849,Measurement,e wbcs,850,5,"[{""concept_id"": 3006504, ""concept_name"": ""Eosinophils/Leukocytes in Blood"", ""score"": 0.6434, ""vocabulary_id"": ""LOINC"", ""domain_id"": ""Measurement"", ""concept_code"": ""26450-7"", ""standard_concept"": ""S""}, {""concept_id"": 3032929, ""concept_name"": ""Immature eosinophils/Leukocytes in Blood"", ""score"": 0.643, ""vocabulary_id"": ""LOINC"", ""domain_id"": ""Measurement"", ""concept_code"": ""34913-4"", ""standard_concept"": ""S""}, {""concept_id"": 321533, ""concept_name"": ""Immature white blood cells"", ""score"": 0.63, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Measurement"", ""concept_code"": ""165543009"", ""standard_concept"": ""S""}]",s_or_c,3006504.0,Eosinophils/Leukocytes in Blood,0.6434,LOINC,S,
850,Condition,flu,851,1,"[{""concept_id"": 4266367, ""concept_name"": ""Influenza"", ""score"": 0.9477, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""6142004"", ""standard_concept"": ""S""}, {""concept_id"": 4319159, ""concept_name"": ""Influenza-like illness"", ""score"": 0.7408, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""95891005"", ""standard_concept"": ""S""}]",s_or_c,4266367.0,Influenza,0.9477,SNOMED,S,
851,Procedure,mra of the head,852,1,"[{""concept_id"": 3015648, ""concept_name"": ""MRA Head vessels"", ""score"": 0.8799, ""vocabulary_id"": ""LOINC"", ""domain_id"": ""Procedure"", ""concept_code"": ""30856-9"", ""standard_concept"": ""S""}, {""concept_id"": 4167390, ""concept_name"": ""Magnetic resonance angiography of vascular structure of head"", ""score"": 0.8177, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""417936006"", ""standard_concept"": ""S""}, {""concept_id"": 44809220, ""concept_name"": ""MRI angiography of head with contrast"", ""score"": 0.8159, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""824691000000101"", ""standard_concept"": ""S""}, {""concept_id"": 4082979, ""concept_name"": ""MRI of head"", ""score"": 0.8032, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""241601008"", ""standard_concept"": ""S""}, {""concept_id"": 45765683, ""concept_name"": ""Magnetic resonance angiography of head with contrast"", ""score"": 0.7992, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""702684006"", ""standard_concept"": ""S""}]",s_or_c,3015648.0,MRA Head vessels,0.8799,LOINC,S,
852,Procedure,sentinel lymph node biopsy,853,1,"[{""concept_id"": 4263386, ""concept_name"": ""Sentinel lymph node biopsy"", ""score"": 1, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""396487001"", ""standard_concept"": ""S""}, {""concept_id"": 4071443, ""concept_name"": ""Biopsy of lymph node"", ""score"": 0.8881, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""21911005"", ""standard_concept"": ""S""}, {""concept_id"": 4170808, ""concept_name"": ""Surgical biopsy of lymph node"", ""score"": 0.8591, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""274372001"", ""standard_concept"": ""S""}, {""concept_id"": 4145401, ""concept_name"": ""Excisional biopsy of lymph node"", ""score"": 0.853, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""307996001"", ""standard_concept"": ""S""}, {""concept_id"": 44806541, ""concept_name"": ""Endoscopic biopsy of lymph node"", ""score"": 0.824, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""821921000000106"", ""standard_concept"": ""S""}]",s_or_c,4263386.0,Sentinel lymph node biopsy,1.0,SNOMED,S,
853,Measurement,lfts,854,1,[],s_or_c,,,,,,
854,Condition,proximal muscle weakness,855,1,"[{""concept_id"": 4093678, ""concept_name"": ""Proximal muscle weakness"", ""score"": 1, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""249939004"", ""standard_concept"": ""S""}, {""concept_id"": 79908, ""concept_name"": ""Muscle weakness"", ""score"": 0.8327, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""26544005"", ""standard_concept"": ""S""}, {""concept_id"": 4092726, ""concept_name"": ""Truncal muscle weakness"", ""score"": 0.8301, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""249937002"", ""standard_concept"": ""S""}, {""concept_id"": 4092727, ""concept_name"": ""Distal muscle weakness"", ""score"": 0.8169, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""249942005"", ""standard_concept"": ""S""}, {""concept_id"": 4092728, ""concept_name"": ""Pyramidal type muscle weakness"", ""score"": 0.7749, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""249946008"", ""standard_concept"": ""S""}]",s_or_c,4093678.0,Proximal muscle weakness,1.0,SNOMED,S,
855,Observation,thrombus,856,1,"[{""concept_id"": 4245118, ""concept_name"": ""Thrombus"", ""score"": 1, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""396339007"", ""standard_concept"": ""S""}, {""concept_id"": 4192740, ""concept_name"": ""Blood clot"", ""score"": 0.8912, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""75753009"", ""standard_concept"": ""S""}, {""concept_id"": 4250016, ""concept_name"": ""Platelet thrombus"", ""score"": 0.8814, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""73832007"", ""standard_concept"": ""S""}, {""concept_id"": 4253216, ""concept_name"": ""Propagating thrombus"", ""score"": 0.8709, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""74211002"", ""standard_concept"": ""S""}, {""concept_id"": 4051986, ""concept_name"": ""Organizing thrombus"", ""score"": 0.8633, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""125297009"", ""standard_concept"": ""S""}]",s_or_c,4245118.0,Thrombus,1.0,SNOMED,S,
856,Measurement,esr,857,5,[],s_or_c,,,,,,
857,Procedure,bm biopsy,858,1,[],s_or_c,,,,,,"HTTP 429: {""success"":false,""error"":{""code"":""rate_limit_exceeded"",""message"":""Too many requests. Please limit the number of requests per second."",""details"":{""rateLimit"":{""limit"":60,""remaining"":0,""resetTime"":1775108870798,""retryAfter"":60}}},""meta"":{""request_id"":""d1216f8c-4a4b-49bb-99ba-44678cd23470"",""timestamp"":""2026-04-02T05:46:50.798Z""}}"
858,Condition,sensory symptoms,859,1,[],s_or_c,,,,,,"HTTP 429: {""success"":false,""error"":{""code"":""rate_limit_exceeded"",""message"":""Too many requests. Please limit the number of requests per second."",""details"":{""rateLimit"":{""limit"":60,""remaining"":0,""resetTime"":1775108871236,""retryAfter"":60}}},""meta"":{""request_id"":""d203075a-2432-4c14-95de-27fe37dc61a8"",""timestamp"":""2026-04-02T05:46:51.236Z""}}"
859,Observation,r walking was unsteady,860,1,[],s_or_c,,,,,,"HTTP 429: {""success"":false,""error"":{""code"":""rate_limit_exceeded"",""message"":""Too many requests. Please limit the number of requests per second."",""details"":{""rateLimit"":{""limit"":60,""remaining"":0,""resetTime"":1775108871692,""retryAfter"":60}}},""meta"":{""request_id"":""aeafdc1c-591d-400e-a361-d6db2223ca98"",""timestamp"":""2026-04-02T05:46:51.693Z""}}"
860,Procedure,evaluation,861,1,[],s_or_c,,,,,,"HTTP 429: {""success"":false,""error"":{""code"":""rate_limit_exceeded"",""message"":""Too many requests. Please limit the number of requests per second."",""details"":{""rateLimit"":{""limit"":60,""remaining"":0,""resetTime"":1775108872128,""retryAfter"":60}}},""meta"":{""request_id"":""1f5f37da-491d-4284-bf81-7cf067e3d375"",""timestamp"":""2026-04-02T05:46:52.128Z""}}"
861,Measurement,alk phos elevated,862,5,[],s_or_c,,,,,,"HTTP 429: {""success"":false,""error"":{""code"":""rate_limit_exceeded"",""message"":""Too many requests. Please limit the number of requests per second."",""details"":{""rateLimit"":{""limit"":60,""remaining"":0,""resetTime"":1775108872635,""retryAfter"":60}}},""meta"":{""request_id"":""73c3bee7-c41c-4f6c-a3ec-e1adf2b510af"",""timestamp"":""2026-04-02T05:46:52.635Z""}}"
862,Condition,axillary abscess,863,1,[],s_or_c,,,,,,"HTTP 429: {""success"":false,""error"":{""code"":""rate_limit_exceeded"",""message"":""Too many requests. Please limit the number of requests per second."",""details"":{""rateLimit"":{""limit"":60,""remaining"":0,""resetTime"":1775108873081,""retryAfter"":60}}},""meta"":{""request_id"":""30c70565-2163-4ffa-a2f3-29ac7d71f056"",""timestamp"":""2026-04-02T05:46:53.081Z""}}"
863,Observation,heparin,864,4,[],s_or_c,,,,,,"HTTP 429: {""success"":false,""error"":{""code"":""rate_limit_exceeded"",""message"":""Too many requests. Please limit the number of requests per second."",""details"":{""rateLimit"":{""limit"":60,""remaining"":0,""resetTime"":1775108873517,""retryAfter"":60}}},""meta"":{""request_id"":""bbfe9e5e-c720-43a8-a9b8-55fcbf297d88"",""timestamp"":""2026-04-02T05:46:53.517Z""}}"
